"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 09 13:24:30 GMT 2024","Wed Oct 09 13:24:38 GMT 2024","7792","chromium","DECIMAL_WEB/TC_AP_001.spec.ts","","","","TC_AP_001 Verify that ""Organization Management"" has sub-modules",""
"broken","Wed Oct 09 13:31:42 GMT 2024","Wed Oct 09 13:33:42 GMT 2024","120080","chromium","DECIMAL_WEB/TC_AP_025.spec.ts","","","","TC_AP_025 Verify the function page action column delete button is working.",""
"passed","Wed Oct 09 13:26:01 GMT 2024","Wed Oct 09 13:26:10 GMT 2024","9037","chromium","DECIMAL_WEB/TC_AP_014.spec.ts","","","","TC_AP_014 Verify the Function Code search option is working for invaild inputs",""
"passed","Wed Oct 09 13:26:44 GMT 2024","Wed Oct 09 13:26:56 GMT 2024","12190","chromium","DECIMAL_WEB/TC_AP_020.spec.ts","","","","TC_AP_020 Verify the combination search option is working for invaild inputs",""
"passed","Wed Oct 09 13:25:52 GMT 2024","Wed Oct 09 13:26:01 GMT 2024","9041","chromium","DECIMAL_WEB/TC_AP_013.spec.ts","","","","TC_AP_013 Verify the Function Code search option is working for vaild inputs",""
"skipped","Wed Oct 09 13:49:29 GMT 2024","Wed Oct 09 13:49:29 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_036.spec.ts","","","","TC_AP_036 Verify the Function Role List option",""
"passed","Wed Oct 09 13:24:49 GMT 2024","Wed Oct 09 13:24:56 GMT 2024","7605","chromium","DECIMAL_WEB/TC_AP_003.spec.ts","","","","TC_AP_003 Verify that ""Function Role"" module Page is working",""
"broken","Wed Oct 09 13:38:27 GMT 2024","Wed Oct 09 13:40:28 GMT 2024","120085","chromium","DECIMAL_WEB/TC_AP_029.spec.ts","","","","TC_AP_029 Verify the function view page edit or delete",""
"passed","Wed Oct 09 13:25:12 GMT 2024","Wed Oct 09 13:25:20 GMT 2024","7924","chromium","DECIMAL_WEB/TC_AP_007.spec.ts","","","","TC_AP_007 Verify the ""Function Role"" sub-module redirection",""
"broken","Wed Oct 09 13:46:31 GMT 2024","Wed Oct 09 13:48:32 GMT 2024","120109","chromium","DECIMAL_WEB/TC_AP_031.spec.ts","","","","TC_AP_031 Verify the function data saved for valid data",""
"passed","Wed Oct 09 13:24:41 GMT 2024","Wed Oct 09 13:24:49 GMT 2024","7598","chromium","DECIMAL_WEB/TC_AP_002.spec.ts","","","","TC_AP_002 Verify that ""Function"" module Page is working",""
"passed","Wed Oct 09 13:26:56 GMT 2024","Wed Oct 09 13:27:07 GMT 2024","11193","chromium","DECIMAL_WEB/TC_AP_021.spec.ts","","","","TC_AP_021 Verify the Function Clear filter button option",""
"passed","Wed Oct 09 13:25:44 GMT 2024","Wed Oct 09 13:25:52 GMT 2024","7968","chromium","DECIMAL_WEB/TC_AP_012.spec.ts","","","","TC_AP_012 Verify the Function Filter & Search option",""
"passed","Wed Oct 09 13:33:57 GMT 2024","Wed Oct 09 13:34:10 GMT 2024","13450","chromium","DECIMAL_WEB/TC_AP_027.spec.ts","","","","TC_AP_027 Verify the function view page",""
"passed","Wed Oct 09 13:26:32 GMT 2024","Wed Oct 09 13:26:44 GMT 2024","11905","chromium","DECIMAL_WEB/TC_AP_019.spec.ts","","","","TC_AP_019 Verify the combination search option is working for vaild inputs",""
"passed","Wed Oct 09 13:33:43 GMT 2024","Wed Oct 09 13:33:57 GMT 2024","13511","chromium","DECIMAL_WEB/TC_AP_026.spec.ts","","","","TC_AP_026 Verify the function page action column view button is working.",""
"passed","Wed Oct 09 13:27:18 GMT 2024","Wed Oct 09 13:27:29 GMT 2024","10740","chromium","DECIMAL_WEB/TC_AP_023.spec.ts","","","","TC_AP_023 Verify the Function Status search option is Active",""
"skipped","Wed Oct 09 13:49:29 GMT 2024","Wed Oct 09 13:49:29 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_034.spec.ts","","","","TC_AP_034 Verify the user create data with existing function code",""
"passed","Wed Oct 09 13:27:29 GMT 2024","Wed Oct 09 13:27:40 GMT 2024","11188","chromium","DECIMAL_WEB/TC_AP_024.spec.ts","","","","TC_AP_024 Verify the Function Status search option is Inactive",""
"skipped","Wed Oct 09 13:49:29 GMT 2024","Wed Oct 09 13:49:29 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_035.spec.ts","","","","TC_AP_035 Verify the ""Function Role"" page details",""
"passed","Wed Oct 09 13:34:10 GMT 2024","Wed Oct 09 13:34:25 GMT 2024","15036","chromium","DECIMAL_WEB/TC_AP_028.spec.ts","","","","TC_AP_028 Verify the edit data is populated.",""
"passed","Wed Oct 09 13:25:28 GMT 2024","Wed Oct 09 13:25:36 GMT 2024","8004","chromium","DECIMAL_WEB/TC_AP_010.spec.ts","","","","TC_AP_010 Verify the ""Function"" page details",""
"passed","Wed Oct 09 13:24:56 GMT 2024","Wed Oct 09 13:25:04 GMT 2024","7586","chromium","DECIMAL_WEB/TC_AP_005.spec.ts","","","","TC_AP_005 Verify the ""Employee"" sub-module Page is working",""
"skipped","Wed Oct 09 13:49:29 GMT 2024","Wed Oct 09 13:49:29 GMT 2024","1","chromium","DECIMAL_WEB/TC_AP_033.spec.ts","","","","TC_AP_033 Verify the delete function code data and re-use same",""
"passed","Wed Oct 09 13:27:07 GMT 2024","Wed Oct 09 13:27:18 GMT 2024","10819","chromium","DECIMAL_WEB/TC_AP_022.spec.ts","","","","TC_AP_022 Verify the Function Search button option",""
"passed","Wed Oct 09 13:25:20 GMT 2024","Wed Oct 09 13:25:28 GMT 2024","7953","chromium","DECIMAL_WEB/TC_AP_009.spec.ts","","","","TC_AP_009 Verify the ""Employee"" sub-module redirection",""
"passed","Wed Oct 09 13:25:04 GMT 2024","Wed Oct 09 13:25:12 GMT 2024","7920","chromium","DECIMAL_WEB/TC_AP_006.spec.ts","","","","TC_AP_006 Verify the ""Function"" sub-module redirection",""
"passed","Wed Oct 09 13:26:10 GMT 2024","Wed Oct 09 13:26:19 GMT 2024","8923","chromium","DECIMAL_WEB/TC_AP_015.spec.ts","","","","TC_AP_015 Verify the Function Name search option is working for vaild inputs",""
"passed","Wed Oct 09 13:26:19 GMT 2024","Wed Oct 09 13:26:32 GMT 2024","13058","chromium","DECIMAL_WEB/TC_AP_016.spec.ts","","","","TC_AP_016 Verify the Function Name search option is working for invaild inputs",""
"broken","Wed Oct 09 13:44:31 GMT 2024","Wed Oct 09 13:46:31 GMT 2024","120093","chromium","DECIMAL_WEB/TC_AP_030.spec.ts","","","","TC_AP_030 Verify the function page action column edit button is working.",""
"passed","Wed Oct 09 13:25:36 GMT 2024","Wed Oct 09 13:25:44 GMT 2024","8089","chromium","DECIMAL_WEB/TC_AP_011.spec.ts","","","","TC_AP_011 Verify the Function List option",""
