"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 13:23:55 GMT 2024","Tue Oct 08 13:24:03 GMT 2024","7899","chromium","DECIMAL_WEB/TC_AP_003.spec.ts","","","","TC_AP_003 Verify that ""Function Role"" module Page is working",""
"passed","Tue Oct 08 13:24:03 GMT 2024","Tue Oct 08 13:24:11 GMT 2024","7934","chromium","DECIMAL_WEB/TC_AP_005.spec.ts","","","","TC_AP_005 Verify the ""Employee"" sub-module Page is working",""
"skipped","Tue Oct 08 13:48:37 GMT 2024","Tue Oct 08 13:48:37 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_036.spec.ts","","","","TC_AP_036 Verify the Function Role List option",""
"skipped","Tue Oct 08 13:48:37 GMT 2024","Tue Oct 08 13:48:37 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_035.spec.ts","","","","TC_AP_035 Verify the ""Function Role"" page details",""
"passed","Tue Oct 08 13:24:44 GMT 2024","Tue Oct 08 13:24:52 GMT 2024","8289","chromium","DECIMAL_WEB/TC_AP_011.spec.ts","","","","TC_AP_011 Verify the Function List option",""
"passed","Tue Oct 08 13:26:12 GMT 2024","Tue Oct 08 13:26:22 GMT 2024","10139","chromium","DECIMAL_WEB/TC_AP_022.spec.ts","","","","TC_AP_022 Verify the Function Search button option",""
"passed","Tue Oct 08 13:24:27 GMT 2024","Tue Oct 08 13:24:36 GMT 2024","8308","chromium","DECIMAL_WEB/TC_AP_009.spec.ts","","","","TC_AP_009 Verify the ""Employee"" sub-module redirection",""
"passed","Tue Oct 08 13:32:56 GMT 2024","Tue Oct 08 13:33:08 GMT 2024","11800","chromium","DECIMAL_WEB/TC_AP_027.spec.ts","","","","TC_AP_027 Verify the function view page",""
"passed","Tue Oct 08 13:23:38 GMT 2024","Tue Oct 08 13:23:47 GMT 2024","8072","chromium","DECIMAL_WEB/TC_AP_001.spec.ts","","","","TC_AP_001 Verify that ""Organization Management"" has sub-modules",""
"broken","Tue Oct 08 13:43:26 GMT 2024","Tue Oct 08 13:45:26 GMT 2024","120089","chromium","DECIMAL_WEB/TC_AP_030.spec.ts","","","","TC_AP_030 Verify the function page action column edit button is working.",""
"passed","Tue Oct 08 13:25:31 GMT 2024","Tue Oct 08 13:25:41 GMT 2024","10231","chromium","DECIMAL_WEB/TC_AP_016.spec.ts","","","","TC_AP_016 Verify the Function Name search option is working for invaild inputs",""
"passed","Tue Oct 08 13:24:11 GMT 2024","Tue Oct 08 13:24:19 GMT 2024","8352","chromium","DECIMAL_WEB/TC_AP_006.spec.ts","","","","TC_AP_006 Verify the ""Function"" sub-module redirection",""
"broken","Tue Oct 08 13:30:43 GMT 2024","Tue Oct 08 13:32:43 GMT 2024","120087","chromium","DECIMAL_WEB/TC_AP_025.spec.ts","","","","TC_AP_025 Verify the function page action column delete button is working.",""
"passed","Tue Oct 08 13:32:44 GMT 2024","Tue Oct 08 13:32:56 GMT 2024","11833","chromium","DECIMAL_WEB/TC_AP_026.spec.ts","","","","TC_AP_026 Verify the function page action column view button is working.",""
"skipped","Tue Oct 08 13:48:37 GMT 2024","Tue Oct 08 13:48:37 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_033.spec.ts","","","","TC_AP_033 Verify the delete function code data and re-use same",""
"passed","Tue Oct 08 13:24:19 GMT 2024","Tue Oct 08 13:24:27 GMT 2024","8274","chromium","DECIMAL_WEB/TC_AP_007.spec.ts","","","","TC_AP_007 Verify the ""Function Role"" sub-module redirection",""
"passed","Tue Oct 08 13:26:32 GMT 2024","Tue Oct 08 13:26:41 GMT 2024","9590","chromium","DECIMAL_WEB/TC_AP_024.spec.ts","","","","TC_AP_024 Verify the Function Status search option is Inactive",""
"passed","Tue Oct 08 13:26:22 GMT 2024","Tue Oct 08 13:26:32 GMT 2024","9575","chromium","DECIMAL_WEB/TC_AP_023.spec.ts","","","","TC_AP_023 Verify the Function Status search option is Active",""
"passed","Tue Oct 08 13:25:52 GMT 2024","Tue Oct 08 13:26:02 GMT 2024","10170","chromium","DECIMAL_WEB/TC_AP_020.spec.ts","","","","TC_AP_020 Verify the combination search option is working for invaild inputs",""
"passed","Tue Oct 08 13:25:11 GMT 2024","Tue Oct 08 13:25:21 GMT 2024","10119","chromium","DECIMAL_WEB/TC_AP_014.spec.ts","","","","TC_AP_014 Verify the Function Code search option is working for invaild inputs",""
"passed","Tue Oct 08 13:23:47 GMT 2024","Tue Oct 08 13:23:55 GMT 2024","7930","chromium","DECIMAL_WEB/TC_AP_002.spec.ts","","","","TC_AP_002 Verify that ""Function"" module Page is working",""
"passed","Tue Oct 08 13:33:08 GMT 2024","Tue Oct 08 13:33:21 GMT 2024","13297","chromium","DECIMAL_WEB/TC_AP_028.spec.ts","","","","TC_AP_028 Verify the edit data is populated.",""
"passed","Tue Oct 08 13:24:52 GMT 2024","Tue Oct 08 13:25:01 GMT 2024","8352","chromium","DECIMAL_WEB/TC_AP_012.spec.ts","","","","TC_AP_012 Verify the Function Filter & Search option",""
"passed","Tue Oct 08 13:25:41 GMT 2024","Tue Oct 08 13:25:52 GMT 2024","10160","chromium","DECIMAL_WEB/TC_AP_019.spec.ts","","","","TC_AP_019 Verify the combination search option is working for vaild inputs",""
"skipped","Tue Oct 08 13:48:37 GMT 2024","Tue Oct 08 13:48:37 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_034.spec.ts","","","","TC_AP_034 Verify the user create data with existing function code",""
"passed","Tue Oct 08 13:25:01 GMT 2024","Tue Oct 08 13:25:11 GMT 2024","10137","chromium","DECIMAL_WEB/TC_AP_013.spec.ts","","","","TC_AP_013 Verify the Function Code search option is working for vaild inputs",""
"broken","Tue Oct 08 13:37:23 GMT 2024","Tue Oct 08 13:39:23 GMT 2024","120087","chromium","DECIMAL_WEB/TC_AP_029.spec.ts","","","","TC_AP_029 Verify the function view page edit or delete",""
"passed","Tue Oct 08 13:26:02 GMT 2024","Tue Oct 08 13:26:12 GMT 2024","10227","chromium","DECIMAL_WEB/TC_AP_021.spec.ts","","","","TC_AP_021 Verify the Function Clear filter button option",""
"passed","Tue Oct 08 13:25:21 GMT 2024","Tue Oct 08 13:25:31 GMT 2024","10168","chromium","DECIMAL_WEB/TC_AP_015.spec.ts","","","","TC_AP_015 Verify the Function Name search option is working for vaild inputs",""
"passed","Tue Oct 08 13:24:36 GMT 2024","Tue Oct 08 13:24:44 GMT 2024","8287","chromium","DECIMAL_WEB/TC_AP_010.spec.ts","","","","TC_AP_010 Verify the ""Function"" page details",""
"broken","Tue Oct 08 13:45:27 GMT 2024","Tue Oct 08 13:47:27 GMT 2024","120104","chromium","DECIMAL_WEB/TC_AP_031.spec.ts","","","","TC_AP_031 Verify the function data saved for valid data",""
