"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 18 13:28:20 GMT 2024","Fri Oct 18 13:28:30 GMT 2024","10198","chromium","DECIMAL_WEB/TC_AP_022.spec.ts","","","","TC_AP_022 Verify the Function Search button option",""
"passed","Fri Oct 18 13:24:02 GMT 2024","Fri Oct 18 13:24:10 GMT 2024","7899","chromium","DECIMAL_WEB/TC_AP_003.spec.ts","","","","TC_AP_003 Verify that ""Function Role"" module Page is working",""
"passed","Fri Oct 18 13:27:40 GMT 2024","Fri Oct 18 13:27:50 GMT 2024","10151","chromium","DECIMAL_WEB/TC_AP_016.spec.ts","","","","TC_AP_016 Verify the Function Name search option is working for invaild inputs",""
"passed","Fri Oct 18 13:24:42 GMT 2024","Fri Oct 18 13:24:51 GMT 2024","8741","chromium","DECIMAL_WEB/TC_AP_010.spec.ts","","","","TC_AP_010 Verify the ""Function"" page details",""
"passed","Fri Oct 18 13:24:10 GMT 2024","Fri Oct 18 13:24:17 GMT 2024","7903","chromium","DECIMAL_WEB/TC_AP_005.spec.ts","","","","TC_AP_005 Verify the ""Employee"" sub-module Page is working",""
"passed","Fri Oct 18 13:27:50 GMT 2024","Fri Oct 18 13:28:00 GMT 2024","10106","chromium","DECIMAL_WEB/TC_AP_019.spec.ts","","","","TC_AP_019 Verify the combination search option is working for vaild inputs",""
"broken","Fri Oct 18 13:45:34 GMT 2024","Fri Oct 18 13:47:34 GMT 2024","120088","chromium","DECIMAL_WEB/TC_AP_030.spec.ts","","","","TC_AP_030 Verify the function page action column edit button is working.",""
"passed","Fri Oct 18 13:24:26 GMT 2024","Fri Oct 18 13:24:34 GMT 2024","8271","chromium","DECIMAL_WEB/TC_AP_007.spec.ts","","","","TC_AP_007 Verify the ""Function Role"" sub-module redirection",""
"passed","Fri Oct 18 13:28:40 GMT 2024","Fri Oct 18 13:28:49 GMT 2024","9475","chromium","DECIMAL_WEB/TC_AP_024.spec.ts","","","","TC_AP_024 Verify the Function Status search option is Inactive",""
"broken","Fri Oct 18 13:32:51 GMT 2024","Fri Oct 18 13:34:51 GMT 2024","120091","chromium","DECIMAL_WEB/TC_AP_025.spec.ts","","","","TC_AP_025 Verify the function page action column delete button is working.",""
"skipped","Fri Oct 18 13:48:44 GMT 2024","Fri Oct 18 13:48:44 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_033.spec.ts","","","","TC_AP_033 Verify the delete function code data and re-use same",""
"passed","Fri Oct 18 13:27:19 GMT 2024","Fri Oct 18 13:27:29 GMT 2024","10644","chromium","DECIMAL_WEB/TC_AP_014.spec.ts","","","","TC_AP_014 Verify the Function Code search option is working for invaild inputs",""
"skipped","Fri Oct 18 13:48:44 GMT 2024","Fri Oct 18 13:48:44 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_036.spec.ts","","","","TC_AP_036 Verify the Function Role List option",""
"passed","Fri Oct 18 13:28:30 GMT 2024","Fri Oct 18 13:28:40 GMT 2024","9504","chromium","DECIMAL_WEB/TC_AP_023.spec.ts","","","","TC_AP_023 Verify the Function Status search option is Active",""
"skipped","Fri Oct 18 13:48:44 GMT 2024","Fri Oct 18 13:48:44 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_034.spec.ts","","","","TC_AP_034 Verify the user create data with existing function code",""
"passed","Fri Oct 18 13:25:08 GMT 2024","Fri Oct 18 13:25:18 GMT 2024","10240","chromium","DECIMAL_WEB/TC_AP_013.spec.ts","","","","TC_AP_013 Verify the Function Code search option is working for vaild inputs",""
"passed","Fri Oct 18 13:35:04 GMT 2024","Fri Oct 18 13:35:16 GMT 2024","11702","chromium","DECIMAL_WEB/TC_AP_027.spec.ts","","","","TC_AP_027 Verify the function view page",""
"passed","Fri Oct 18 13:28:10 GMT 2024","Fri Oct 18 13:28:20 GMT 2024","9729","chromium","DECIMAL_WEB/TC_AP_021.spec.ts","","","","TC_AP_021 Verify the Function Clear filter button option",""
"passed","Fri Oct 18 13:27:30 GMT 2024","Fri Oct 18 13:27:40 GMT 2024","10195","chromium","DECIMAL_WEB/TC_AP_015.spec.ts","","","","TC_AP_015 Verify the Function Name search option is working for vaild inputs",""
"passed","Fri Oct 18 13:24:59 GMT 2024","Fri Oct 18 13:25:08 GMT 2024","8307","chromium","DECIMAL_WEB/TC_AP_012.spec.ts","","","","TC_AP_012 Verify the Function Filter & Search option",""
