"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 07 13:25:13 GMT 2024","Mon Oct 07 13:25:21 GMT 2024","8000","chromium","DECIMAL_WEB/TC_AP_007.spec.ts","","","","TC_AP_007 Verify the ""Function Role"" sub-module redirection",""
"passed","Mon Oct 07 13:25:05 GMT 2024","Mon Oct 07 13:25:13 GMT 2024","7909","chromium","DECIMAL_WEB/TC_AP_006.spec.ts","","","","TC_AP_006 Verify the ""Function"" sub-module redirection",""
"passed","Mon Oct 07 13:24:33 GMT 2024","Mon Oct 07 13:24:41 GMT 2024","7688","chromium","DECIMAL_WEB/TC_AP_001.spec.ts","","","","TC_AP_001 Verify that ""Organization Management"" has sub-modules",""
"passed","Mon Oct 07 13:24:57 GMT 2024","Mon Oct 07 13:25:05 GMT 2024","7550","chromium","DECIMAL_WEB/TC_AP_005.spec.ts","","","","TC_AP_005 Verify the ""Employee"" sub-module Page is working",""
"passed","Mon Oct 07 13:25:37 GMT 2024","Mon Oct 07 13:25:45 GMT 2024","7970","chromium","DECIMAL_WEB/TC_AP_011.spec.ts","","","","TC_AP_011 Verify the Function List option",""
"passed","Mon Oct 07 13:25:53 GMT 2024","Mon Oct 07 13:26:02 GMT 2024","8824","chromium","DECIMAL_WEB/TC_AP_013.spec.ts","","","","TC_AP_013 Verify the Function Code search option is working for vaild inputs",""
"passed","Mon Oct 07 13:25:21 GMT 2024","Mon Oct 07 13:25:29 GMT 2024","7975","chromium","DECIMAL_WEB/TC_AP_009.spec.ts","","","","TC_AP_009 Verify the ""Employee"" sub-module redirection",""
"broken","Mon Oct 07 13:44:08 GMT 2024","Mon Oct 07 13:46:08 GMT 2024","120082","chromium","DECIMAL_WEB/TC_AP_030.spec.ts","","","","TC_AP_030 Verify the function page action column edit button is working.",""
"passed","Mon Oct 07 13:26:10 GMT 2024","Mon Oct 07 13:26:19 GMT 2024","8856","chromium","DECIMAL_WEB/TC_AP_015.spec.ts","","","","TC_AP_015 Verify the Function Name search option is working for vaild inputs",""
"passed","Mon Oct 07 13:26:28 GMT 2024","Mon Oct 07 13:26:37 GMT 2024","9264","chromium","DECIMAL_WEB/TC_AP_019.spec.ts","","","","TC_AP_019 Verify the combination search option is working for vaild inputs",""
"passed","Mon Oct 07 13:24:42 GMT 2024","Mon Oct 07 13:24:50 GMT 2024","7561","chromium","DECIMAL_WEB/TC_AP_002.spec.ts","","","","TC_AP_002 Verify that ""Function"" module Page is working",""
"skipped","Mon Oct 07 13:49:32 GMT 2024","Mon Oct 07 13:49:32 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_035.spec.ts","","","","TC_AP_035 Verify the ""Function Role"" page details",""
"passed","Mon Oct 07 13:33:38 GMT 2024","Mon Oct 07 13:33:50 GMT 2024","11501","chromium","DECIMAL_WEB/TC_AP_027.spec.ts","","","","TC_AP_027 Verify the function view page",""
"passed","Mon Oct 07 13:25:29 GMT 2024","Mon Oct 07 13:25:37 GMT 2024","7972","chromium","DECIMAL_WEB/TC_AP_010.spec.ts","","","","TC_AP_010 Verify the ""Function"" page details",""
"passed","Mon Oct 07 13:27:05 GMT 2024","Mon Oct 07 13:27:14 GMT 2024","9125","chromium","DECIMAL_WEB/TC_AP_023.spec.ts","","","","TC_AP_023 Verify the Function Status search option is Active",""
"skipped","Mon Oct 07 13:49:32 GMT 2024","Mon Oct 07 13:49:32 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_036.spec.ts","","","","TC_AP_036 Verify the Function Role List option",""
"passed","Mon Oct 07 13:24:50 GMT 2024","Mon Oct 07 13:24:57 GMT 2024","7589","chromium","DECIMAL_WEB/TC_AP_003.spec.ts","","","","TC_AP_003 Verify that ""Function Role"" module Page is working",""
"passed","Mon Oct 07 13:26:02 GMT 2024","Mon Oct 07 13:26:10 GMT 2024","8787","chromium","DECIMAL_WEB/TC_AP_014.spec.ts","","","","TC_AP_014 Verify the Function Code search option is working for invaild inputs",""
"passed","Mon Oct 07 13:26:37 GMT 2024","Mon Oct 07 13:26:46 GMT 2024","8823","chromium","DECIMAL_WEB/TC_AP_020.spec.ts","","","","TC_AP_020 Verify the combination search option is working for invaild inputs",""
"passed","Mon Oct 07 13:33:50 GMT 2024","Mon Oct 07 13:34:03 GMT 2024","13057","chromium","DECIMAL_WEB/TC_AP_028.spec.ts","","","","TC_AP_028 Verify the edit data is populated.",""
"passed","Mon Oct 07 13:25:45 GMT 2024","Mon Oct 07 13:25:53 GMT 2024","7925","chromium","DECIMAL_WEB/TC_AP_012.spec.ts","","","","TC_AP_012 Verify the Function Filter & Search option",""
"passed","Mon Oct 07 13:27:14 GMT 2024","Mon Oct 07 13:27:23 GMT 2024","9226","chromium","DECIMAL_WEB/TC_AP_024.spec.ts","","","","TC_AP_024 Verify the Function Status search option is Inactive",""
"skipped","Mon Oct 07 13:49:32 GMT 2024","Mon Oct 07 13:49:32 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_034.spec.ts","","","","TC_AP_034 Verify the user create data with existing function code",""
"passed","Mon Oct 07 13:26:19 GMT 2024","Mon Oct 07 13:26:28 GMT 2024","8812","chromium","DECIMAL_WEB/TC_AP_016.spec.ts","","","","TC_AP_016 Verify the Function Name search option is working for invaild inputs",""
"broken","Mon Oct 07 13:46:09 GMT 2024","Mon Oct 07 13:48:09 GMT 2024","120087","chromium","DECIMAL_WEB/TC_AP_031.spec.ts","","","","TC_AP_031 Verify the function data saved for valid data",""
"broken","Mon Oct 07 13:38:05 GMT 2024","Mon Oct 07 13:40:05 GMT 2024","120092","chromium","DECIMAL_WEB/TC_AP_029.spec.ts","","","","TC_AP_029 Verify the function view page edit or delete",""
"passed","Mon Oct 07 13:33:26 GMT 2024","Mon Oct 07 13:33:38 GMT 2024","11566","chromium","DECIMAL_WEB/TC_AP_026.spec.ts","","","","TC_AP_026 Verify the function page action column view button is working.",""
"passed","Mon Oct 07 13:26:56 GMT 2024","Mon Oct 07 13:27:05 GMT 2024","8789","chromium","DECIMAL_WEB/TC_AP_022.spec.ts","","","","TC_AP_022 Verify the Function Search button option",""
"passed","Mon Oct 07 13:26:46 GMT 2024","Mon Oct 07 13:26:56 GMT 2024","9827","chromium","DECIMAL_WEB/TC_AP_021.spec.ts","","","","TC_AP_021 Verify the Function Clear filter button option",""
"broken","Mon Oct 07 13:31:25 GMT 2024","Mon Oct 07 13:33:25 GMT 2024","120084","chromium","DECIMAL_WEB/TC_AP_025.spec.ts","","","","TC_AP_025 Verify the function page action column delete button is working.",""
"skipped","Mon Oct 07 13:49:32 GMT 2024","Mon Oct 07 13:49:32 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_033.spec.ts","","","","TC_AP_033 Verify the delete function code data and re-use same",""
