"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 14 13:29:06 GMT 2024","Mon Oct 14 13:29:16 GMT 2024","10305","chromium","DECIMAL_WEB/TC_AP_019.spec.ts","","","","TC_AP_019 Verify the combination search option is working for vaild inputs",""
"passed","Mon Oct 14 13:25:33 GMT 2024","Mon Oct 14 13:25:41 GMT 2024","8297","chromium","DECIMAL_WEB/TC_AP_006.spec.ts","","","","TC_AP_006 Verify the ""Function"" sub-module redirection",""
"passed","Mon Oct 14 13:25:25 GMT 2024","Mon Oct 14 13:25:33 GMT 2024","7887","chromium","DECIMAL_WEB/TC_AP_005.spec.ts","","","","TC_AP_005 Verify the ""Employee"" sub-module Page is working",""
"passed","Mon Oct 14 13:29:55 GMT 2024","Mon Oct 14 13:30:05 GMT 2024","9626","chromium","DECIMAL_WEB/TC_AP_024.spec.ts","","","","TC_AP_024 Verify the Function Status search option is Inactive",""
"broken","Mon Oct 14 13:40:48 GMT 2024","Mon Oct 14 13:42:48 GMT 2024","120085","chromium","DECIMAL_WEB/TC_AP_029.spec.ts","","","","TC_AP_029 Verify the function view page edit or delete",""
"broken","Mon Oct 14 13:46:51 GMT 2024","Mon Oct 14 13:48:51 GMT 2024","120087","chromium","DECIMAL_WEB/TC_AP_030.spec.ts","","","","TC_AP_030 Verify the function page action column edit button is working.",""
"passed","Mon Oct 14 13:26:07 GMT 2024","Mon Oct 14 13:26:15 GMT 2024","8389","chromium","DECIMAL_WEB/TC_AP_011.spec.ts","","","","TC_AP_011 Verify the Function List option",""
"skipped","Mon Oct 14 13:50:00 GMT 2024","Mon Oct 14 13:50:00 GMT 2024","0","chromium","DECIMAL_WEB/TC_AP_034.spec.ts","","","","TC_AP_034 Verify the user create data with existing function code",""
"passed","Mon Oct 14 13:28:56 GMT 2024","Mon Oct 14 13:29:06 GMT 2024","10267","chromium","DECIMAL_WEB/TC_AP_016.spec.ts","","","","TC_AP_016 Verify the Function Name search option is working for invaild inputs",""
"passed","Mon Oct 14 13:36:32 GMT 2024","Mon Oct 14 13:36:46 GMT 2024","13345","chromium","DECIMAL_WEB/TC_AP_028.spec.ts","","","","TC_AP_028 Verify the edit data is populated.",""
